price;discription;location;Bedrooms;Bathrooms;Parking_spaces;floor_size
1495000;2 Bedroom Apartment;Waterfall;2;2;2;110 m²
1650000;2 Bedroom Apartment;Morningside;2;2;;98 m²
1150000;2 Bedroom Apartment;Hatfield;2;2;;64 m²
900000;2 Bedroom Apartment;Ferndale;2;2;1;60 m²
580000;2 Bedroom Apartment;Lotus Gardens;2;1;1;46 m²
559000;2.5 Bedroom Apartment;Sunnyside;2.5;1;1;91 m²
895000;2 Bedroom Apartment;Olivedale;2;1;1;67 m²
800000;2 Bedroom Apartment;Buccleuch;2;1;1;95 m²
795000;1 Bedroom Apartment;Lonehill;1;1;1;57 m²
870000;2 Bedroom Apartment;Glen Austin AH;2;1;1;63 m²
335000;2.5 Bedroom Apartment;Windsor East;2.5;1;1;79 m²
3500000;2 Bedroom Apartment;Morningside;2;2;2;150 m²
950000;1 Bedroom Apartment;Beverley;1;1;1;93 m²
455000;3 Bedroom Apartment;Bergsig;3;2;1;81 m²
640000;1 Bedroom Apartment;Carlswald;1;1;1;49 m²
730000;3 Bedroom Apartment;Sunnyside;3;2;1;104 m²
1630000;2 Bedroom Apartment;Riviera;2;2;1;76 m²
;;;;;;
730000;3 Bedroom Apartment;Sunnyside;3;2;1;104 m²
1630000;2 Bedroom Apartment;Riviera;2;2;1;76 m²
599000;2 Bedroom Apartment;Northwold;2;1;1;78 m²
590000;1 Bedroom Apartment;Jackal Creek Golf Estate;1;1;;53 m²
500000;3 Bedroom Apartment;Benoni Central;3;2;;80 m²
1700000;2 Bedroom Apartment;Rosebank;2;1;;116 m²
1199000;2 Bedroom Apartment;Fourways;2;1;2;72 m²
725000;1 Bedroom Apartment;Paulshof;1;1.5;1;65 m²
4900000;2 Bedroom Apartment;Sandton Central;2;2;2;103 m²
570000;1 Bedroom Apartment;Grand Central;1;1;2;
455000;2 Bedroom Apartment;Pretoria North;2;1.5;1;85 m²
1350000;2 Bedroom Apartment;Sandton Central;2;2;;
2000000;2 Bedroom Apartment;Morningside;2;2.5;2;165 m²
999000;2 Bedroom Apartment;Rivonia;2;1;;66 m²
720000;2 Bedroom Apartment;Bloubosrand;2;1;1;
1540000;2 Bedroom Apartment;Garsfontein;2;2;1;96 m²
820000;2 Bedroom Apartment;Heuweloord;2;1;1;53 m²
375000;1 Bedroom Apartment;Arcadia;1;1;1;43 m²
1950000;3 Bedroom Apartment;Glen Marais;3;2;2;
500000;3 Bedroom Apartment;Westdene;3;1;1;42 m²
1950000;3 Bedroom Apartment;Glen Marais;3;2;2;
;;;;;;
560000;1 Bedroom Apartment;Sonneglans;1;1;;47 m²
700000;2 Bedroom Apartment;Birchleigh;2;1;2;60 m²
410000;2 Bedroom Apartment;Greenhills Ext 3;2;1;1;
1190000;3 Bedroom Apartment;Erand Gardens;3;2;1;99 m²
900000;3 Bedroom Apartment;Hatfield;3;1;3;68 m²
6500000;2 Bedroom Apartment;Morningside;2;2;2;
799990;2 Bedroom Apartment;Boardwalk;2;1;1;82 m²
2299000;2 Bedroom Apartment;Morningside;2;2;2;114 m²
1215000;2 Bedroom Apartment;Greenstone Crest;2;2;1;96 m²
815000;2 Bedroom Apartment;Olympus AH;2;1;2;59 m²
2599000;3 Bedroom Apartment;The Polofields;3;2;2;115 m²
1200000;2 Bedroom Apartment;Golden Fields Estate;2;1;2;69 m²
2299000;2 Bedroom Apartment;Morningside;2;2;2;114 m²
300000;1 Bedroom Apartment;Pretoria Central;1;1;1;
946000;2 Bedroom Apartment;Lombardy Estate;2;1;;58 m²
1275000;3 Bedroom Apartment;Sagewood;3;2;2;90 m²
830000;2 Bedroom Apartment;Ninapark;2;2;2;99 m²
1820000;1 Bedroom Apartment;Menlyn;1;1;1;51 m²
650000;2 Bedroom Apartment;Three Rivers Proper;2;1;1;66 m²
349000;0.5 Bedroom Apartment;Maboneng;0.5;1;;26 m²
1200000;3 Bedroom Apartment;The Reeds;3;1.5;2;89 m²
;;;;;;
180000;2 Bedroom Apartment;Luipaardsvlei;2;1;2;68 m²
669000;2 Bedroom Apartment;Brooklands Lifestyle Estate;2;1;1;
296000;1 Bedroom Apartment;Pretoria North;1;1;1;
1300000;1 Bedroom Apartment;Morningside;1;1;;63 m²
650000;2 Bedroom Apartment;Jabulani;2;1;2;
1300000;2 Bedroom Apartment;Greenstone Park Estate;2;2;1;66 m²
1240000;2 Bedroom Apartment;Eldo Lakes Estate;2;2;2;125 m²
500000;1 Bedroom Apartment;Terenure;1;1;1;49 m²
730000;2 Bedroom Apartment;Berario;2;1;1;70 m²
990000;2 Bedroom Apartment;Glen Lauriston;2;2;2;104 m²
550000;1 Bedroom Apartment;Grand Central;1;1;1;44 m²
1199000;2 Bedroom Apartment;Fourways;2;2;2;90 m²
410000;1 Bedroom Apartment;Windsor East;1;1;2;50 m²
;3 Bedroom Apartment;Sunninghill;3;1;1;133 m²
360000;2 Bedroom Apartment;Vanderbijlpark CW 1;2;1;1;74 m²
850000;2 Bedroom Apartment;Duncanville;2;2;2;500 m²
3300000;3 Bedroom Apartment;Bryanston;3;3;3;
999000;2 Bedroom Apartment;Lonehill;2;1;;75 m²
;3 Bedroom Apartment;Sunninghill;3;1;1;133 m²
1075000;2 Bedroom Apartment;Brentwood Park AH;2;2;2;79 m²
3200000;3 Bedroom Apartment;Rynfield;3;2;2;192 m²
;;;;;;
650000;1 Bedroom Apartment;Hatfield;1;1;1;34 m²
450000;1 Bedroom Apartment;Dorandia;1;1;2;51 m²
500000;0.5 Bedroom Apartment;Marshalltown;0.5;1;1;32 m²
888999;2 Bedroom Apartment;Rynfield;2;2;2;
640000;3 Bedroom Apartment;The Orchards;3;1;2;63 m²
900000;2 Bedroom Apartment;Montana;2;1;2;87 m²
395000;2 Bedroom Apartment;Pretoria West;2;1;;62 m²
700000;2 Bedroom Apartment;Die Hoewes;2;1;1;69 m²
1149999;2 Bedroom Apartment;North Riding;2;2;3;168 m²
940000;2 Bedroom Apartment;Monavoni;2;2;2;110 m²
499000;2 Bedroom Apartment;Boksburg Central;2;1;1;85 m²
779000;1 Bedroom Apartment;Hatfield;1;1;1;64 m²
895000;1 Bedroom Apartment;Fourways;1;1;1;52 m²
620000;2 Bedroom Apartment;Dalpark Ext 1;2;2;2;80 m²
1699000;2 Bedroom Apartment;Bryanston;2;2;1;83 m²
1095000;2 Bedroom Apartment;Lonehill;2;2;;115 m²
525000;1 Bedroom Apartment;Cyrildene;1;1;2;71 m²
1550000;3 Bedroom Apartment;Malakite;3;2;2;105 m²
530000;2 Bedroom Apartment;Silverton;2;1;1;81 m²
779000;1 Bedroom Apartment;Hatfield;1;1;1;64 m²
1750000;3 Bedroom Apartment;Parktown;3;2;2;194 m²
;;;;;;
1300000;2 Bedroom Apartment;Douglasdale;2;2;1;110 m²
999000;3 Bedroom Apartment;Blairgowrie;3;2;;117 m²
690000;1 Bedroom Apartment;Lonehill;1;1;2;57 m²
440000;0.5 Bedroom Apartment;Auckland Park;0.5;1;;27 m²
675000;2 Bedroom Apartment;Buccleuch;2;1;1;75 m²
1695000;2 Bedroom Apartment;Hatfield;2;2;1;59 m²
550000;2 Bedroom Apartment;Karenpark;2;1;1;70 m²
1595000;2 Bedroom Apartment;Morningside;2;2.5;2;118 m²
1350000;3 Bedroom Apartment;Westlake Eco Estate;3;2;2;103 m²
450000;2 Bedroom Apartment;Philip Nel Park;2;1;1;62 m²
919900;2 Bedroom Apartment;Sunninghill;2;1;1;75 m²
769000;2 Bedroom Apartment;Halfway House;2;1;2;50 m²
560000;1 Bedroom Apartment;Dalpark Ext 11;1;1;2;60 m²
900000;2 Bedroom Apartment;Clubview;2;2;1;65 m²
345000;0.5 Bedroom Apartment;Marshalltown;0.5;1;;20 m²
530000;2 Bedroom Apartment;Helikonpark;2;1;1;80 m²
2500000;2 Bedroom Apartment;Morningside;2;2;1;150 m²
2500000;2 Bedroom Apartment;Morningside;2;2;1;150 m²
1500000;2 Bedroom Apartment;Bedfordview;2;2;2;93 m²
;2 Bedroom Apartment;Rivonia;2;1;1;65 m²
660000;2 Bedroom Apartment;Northcliff;2;2;2;100 m²
;;;;;;
598000;2 Bedroom Apartment;Dorandia;2;1;1;89 m²
1150000;2 Bedroom Apartment;Benoni North;2;2;3;
450000;2 Bedroom Apartment;Florida;2;1;2;85 m²
1550000;2 Bedroom Apartment;Edenburg;2;2;;7 938 m²
990000;2 Bedroom Apartment;Rietvallei Park;2;2;1;67 m²
550000;0.5 Bedroom Apartment;Lonehill;0.5;1;1;43 m²
595280;0.5 Bedroom Apartment;Lynnwood;0.5;1;;27 m²
45000000;4 Bedroom Apartment;Sandton Central;4;3;2;
3400000;Apartment;Serengeti Lifestyle Estate;;;;130 m²
799000;2 Bedroom Apartment;Fourways;2;1;2;70 m²
625000;2 Bedroom Apartment;Die Wilgers;2;2;1;70 m²
750000;1 Bedroom Apartment;Parktown;1;1;1;
535000;2 Bedroom Apartment;Heidelberg Central;2;2;;
980000;1 Bedroom Apartment;Bryanston;1;1;1;57 m²
400000;2 Bedroom Apartment;Sophiatown;2;1;;75 m²
1150000;2 Bedroom Apartment;Greenstone Hill;2;2;2;97 m²
420000;2 Bedroom Apartment;Vereeniging Central;2;1;1;
920000;3 Bedroom Apartment;Sunnyside;3;2;1;183 m²
3600000;2 Bedroom Apartment;Morningside;2;2;2;172 m²
510000;2 Bedroom Apartment;Rynfield;2;1;1;68 m²
625000;2 Bedroom Apartment;Die Wilgers;2;2;1;70 m²
;;;;;;
510000;2 Bedroom Apartment;Finsbury;2;1;1;70 m²
1199000;3 Bedroom Apartment;Eldo Lakes Estate;3;2;2;126 m²
1450000;2 Bedroom Apartment;Crowthorne AH;2;2;2;119 m²
1450000;3 Bedroom Apartment;Florauna;3;4;;208 m²
890000;2 Bedroom Apartment;Noordwyk;2;1;2;77 m²
1699000;3 Bedroom Apartment;Morningside;3;2;;125 m²
1299000;3 Bedroom Apartment;Chantelle;3;3;2;200 m²
1599000;3 Bedroom Apartment;Sandown;3;2;;132 m²
2399000;2 Bedroom Apartment;Waterfall;2;2;2;115 m²
595000;3 Bedroom Apartment;Yeoville;3;1.5;1;145 m²
950000;1 Bedroom Apartment;Rivonia;1;1;;48 m²
760000;2 Bedroom Apartment;Sonneveld;2;1;1;72 m²
735000;2 Bedroom Apartment;Die Hoewes;2;1;1;57 m²
1375000;1 Bedroom Apartment;Killarney;1;2;1;88 m²
1299000;2 Bedroom Apartment;Melrose;2;2;2;97 m²
599000;1 Bedroom Apartment;Buccleuch;1;1;1;
29999999;4 Bedroom Apartment;Sandhurst;4;4;4;418 m²
2495000;2 Bedroom Apartment;Brooklyn;2;2;2;104 m²
874990;2 Bedroom Apartment;Kosmosdal;2;2;2;60 m²
599000;2 Bedroom Apartment;Honeydew;2;2;1;57 m²
29999999;4 Bedroom Apartment;Sandhurst;4;4;4;418 m²
;;;;;;
874990;2 Bedroom Apartment;Kosmosdal;2;2;2;60 m²
599000;2 Bedroom Apartment;Honeydew;2;2;1;57 m²
850000;2 Bedroom Apartment;Rivonia;2;1;1;
860000;1 Bedroom Apartment;Douglasdale;1;1;1;84 m²
1300000;3 Bedroom Apartment;Ravenswood;3;2;;95 m²
450000;1 Bedroom Apartment;Kew;1;1;1;37 m²
240000;1 Bedroom Apartment;Vereeniging Central;1;1;;71 m²
7500000;3 Bedroom Apartment;Morningside;3;2.5;2;453 m²
347000;0.5 Bedroom Apartment;Pretoria Central;0.5;1;;37 m²
945000;2 Bedroom Apartment;Craigavon;2;1;1;69 m²
950000;1 Bedroom Apartment;Bryanston;1;1;1;57 m²
760000;2 Bedroom Apartment;Die Hoewes;2;1;1;84 m²
1000000;2 Bedroom Apartment;Ferndale;2;1;1;60 m²
470000;1.5 Bedroom Apartment;Sunnyside;1.5;1;;77 m²
945000;2 Bedroom Apartment;Craigavon;2;1;1;69 m²
347000;2 Bedroom Apartment;Vanderbijlpark CW 1;2;1;;
450000;2 Bedroom Apartment;Aureus;2;1;1;44 m²
560000;2 Bedroom Apartment;Sundowner;2;1;1;72 m²
790000;1 Bedroom Apartment;Olympus AH;1;1;1;44 m²
1450000;3 Bedroom Apartment;Summerset;3;2;2;136 m²
945000;2 Bedroom Apartment;Summerset;2;1;;69 m²
;;;;;;
490000;2 Bedroom Apartment;Northgate;2;1;1;60 m²
490000;1 Bedroom Apartment;Montana;1;1;2;39 m²
269500;1 Bedroom Apartment;Riverlea;1;1;1;37 m²
899000;1 Bedroom Apartment;Waverley;1;1;2;52 m²
3782900;2 Bedroom Apartment;Rosebank;2;2;;92 m²
590000;2 Bedroom Apartment;Lambton;2;1;1;82 m²
925000;3 Bedroom Apartment;Goedeburg;3;2;2;102 m²
635000;2 Bedroom Apartment;Annlin;2;1;1;
900000;2 Bedroom Apartment;Carlswald North Estate;2;1;2;81 m²
265000;1 Bedroom Apartment;Sunnyside;1;1;1;53 m²
880000;2 Bedroom Apartment;Montana;2;1;2;93 m²
490000;1.5 Bedroom Apartment;Sunnyside;1.5;1;1;69 m²
1199000;2 Bedroom Apartment;Houghton Estate;2;2;2;109 m²
1450000;2 Bedroom Apartment;Craighall Park;2;2;;88 m²
570000;2 Bedroom Apartment;Sunnyside;2;1;1;75 m²
1490000;8 Bedroom Apartment;Karenpark;8;4;1;240 m²
1250000;1 Bedroom Apartment;Braamfontein Werf;1;1;1;72 m²
550000;2 Bedroom Apartment;Northgate;2;1;2;63 m²
850000;2 Bedroom Apartment;Noordhang;2;2;;85 m²
710000;2 Bedroom Apartment;Rynfield AH;2;1;1;75 m²
570000;2 Bedroom Apartment;Sunnyside;2;1;1;75 m²
;;;;;;
485000;2 Bedroom Apartment;Olievenhoutbosch;2;1;1;46 m²
560000;1 Bedroom Apartment;Ferndale;1;1;;45 m²
550000;1 Bedroom Apartment;Paulshof;1;1;2;43 m²
1500000;2 Bedroom Apartment;Zwartkop Golf Estate;2;2;2;121 m²
440000;3 Bedroom Apartment;Vereeniging Central;3;2;2;
2199000;2 Bedroom Apartment;Morningside;2;2;1;90 m²
645000;2 Bedroom Apartment;Terenure;2;1;1;68 m²
2160000;2 Bedroom Apartment;Menlo Park;2;1.5;2;106 m²
675000;1 Bedroom Apartment;Sunair Park;1;1;1;76 m²
645000;2 Bedroom Apartment;Terenure;2;1;1;68 m²
719999;2 Bedroom Apartment;Theresapark;2;1;1;95 m²
695000;2 Bedroom Apartment;Montana;2;1;1;88 m²
525000;2 Bedroom Apartment;Florida;2;2;2;
890000;2 Bedroom Apartment;Die Hoewes;2;2;1;84 m²
640000;2 Bedroom Apartment;Greenhills;2;2;2;77 m²
10700000;3 Bedroom Apartment;Rosebank;3;3;;217 m²
1090000;2 Bedroom Apartment;Olympus AH;2;1;1;65 m²
1100000;2 Bedroom Apartment;Buccleuch;2;2;4;89 m²
690000;1 Bedroom Apartment;Sunninghill;1;1;1;40 m²
1995000;2 Bedroom Apartment;Menlo Park;2;2.5;2;105 m²
690000;1 Bedroom Apartment;Lonehill;1;1;1;66 m²
;;;;;;
1300000;2 Bedroom Apartment;Bryanston;2;2;1;100 m²
845000;2 Bedroom Apartment;Brentwood Park AH;2;2;1;
1250000;3 Bedroom Apartment;Amandasig;3;2;2;132 m²
1060000;3 Bedroom Apartment;Annlin;3;2;1;96 m²
890000;2 Bedroom Apartment;Montana Park;2;1;2;87 m²
720000;2 Bedroom Apartment;Van Riebeeck Park;2;1;2;
385000;1 Bedroom Apartment;Windsor East;1;1;1;78 m²
620000;2 Bedroom Apartment;The Orchards;2;1;2;
798000;1 Bedroom Apartment;Douglasdale;1;1;1;93 m²
1218630;2 Bedroom Apartment;Northgate;2;2;2;72 m²
3300000;3 Bedroom Apartment;Serengeti Lifestyle Estate;3;2;2;137 m²
685000;1 Bedroom Apartment;Olympus AH;1;1;1;41 m²
510000;1.5 Bedroom Apartment;Muckleneuk;1.5;1;;73 m²
700000;2 Bedroom Apartment;Centurion Central;2;1;2;65 m²
390000;1 Bedroom Apartment;Kenleaf;1;1;2;37 m²
795000;2 Bedroom Apartment;Alveda;2;1;1;55 m²
1090000;2 Bedroom Apartment;Die Hoewes;2;2;2;114 m²
1780000;2 Bedroom Apartment;Serengeti Lifestyle Estate;2;2;2;81 m²
1780000;2 Bedroom Apartment;Serengeti Lifestyle Estate;2;2;2;81 m²
739000;3 Bedroom Apartment;The Orchards;3;2;2;110 m²
655000;1 Bedroom Apartment;Shere;1;1;1;65 m²
;;;;;;
735000;2 Bedroom Apartment;Buccleuch;2;1;1;
840000;3 Bedroom Apartment;Vanderbijlpark SW 5;3;2;1;86 m²
480000;1 Bedroom Apartment;Elma Park;1;1;;68 m²
550000;2 Bedroom Apartment;Pretoria Gardens;2;1;1;
2700000;2 Bedroom Apartment;Sandown;2;2;;80 m²
825000;2 Bedroom Apartment;Pretoria North;2;1;1;95 m²
890000;2 Bedroom Apartment;Montana;2;1;2;99 m²
820000;1 Bedroom Apartment;Bedfordview;1;1;1;44 m²
770000;2 Bedroom Apartment;Primrose Hill;2;1;1;78 m²
759000;2 Bedroom Apartment;Monavoni;2;1;2;75 m²
6900000;2 Bedroom Apartment;Sandton Central;2;2;2;140 m²
835000;1 Bedroom Apartment;Sunninghill;1;1;2;50 m²
695000;3 Bedroom Apartment;Lakefield;3;2;2;84 m²
1449000;3 Bedroom Apartment;North Riding;3;2;2;123 m²
2700000;2 Bedroom Apartment;Sandown;2;2;;80 m²
;2 Bedroom Apartment;Sunninghill;2;2;2;105 m²
427000;1 Bedroom Apartment;Maboneng;1;1;;57 m²
1100000;2 Bedroom Apartment;Solheim;2;2;2;82 m²
500000;2 Bedroom Apartment;Vanderbijlpark CE 2;2;1;1;
459000;2 Bedroom Apartment;Fleurhof;2;1;;40 m²
895000;2 Bedroom Apartment;Olivedale;2;1;1;67 m²
;;;;;;
590000;2 Bedroom Apartment;Albemarle;2;1;;54 m²
650000;2 Bedroom Apartment;Three Rivers Proper;2;2;2;
599900;1 Bedroom Apartment;Willow Park Manor;1;1;1;33 m²
1325000;2 Bedroom Apartment;Parkwood;2;2;2;
443000;1 Bedroom Apartment;Silverton;1;1;;
500000;2.5 Bedroom Apartment;Sunnyside;2.5;1;1;78 m²
450000;2 Bedroom Apartment;Eveleigh;2;1;1;71 m²
549000;2 Bedroom Apartment;Laudium;2;1;1;53 m²
1899000;2 Bedroom Apartment;Hyde Park;2;2;1;140 m²
1300000;3 Bedroom Apartment;Bryanston;3;2;2;91 m²
329000;1 Bedroom Apartment;Albertville;1;1;1;37 m²
735000;3 Bedroom Apartment;Vanderbijlpark CE 3;3;2;2;135 m²
1295000;3 Bedroom Apartment;Liefde En Vrede;3;2;2;121 m²
750000;4 Bedroom Apartment;Selection Park;4;3;2;
690000;2 Bedroom Apartment;Montana;2;1;1;
29999000;4 Bedroom Apartment;Sandhurst;4;4;4;418 m²
860000;1 Bedroom Apartment;Olympus AH;1;1;;43 m²
329000;1 Bedroom Apartment;Albertville;1;1;1;37 m²
920000;2 Bedroom Apartment;Jackal Creek Golf Estate;2;2;2;60 m²
340000;1 Bedroom Apartment;Arcadia;1;1;1;42 m²
1590000;2 Bedroom Apartment;Rivonia;2;2;;68 m²
;;;;;;
5000000;2 Bedroom Apartment;Sandown;2;2;2;146 m²
670000;1 Bedroom Apartment;Rooihuiskraal North;1;1;1;53 m²
745000;2 Bedroom Apartment;Noordwyk;2;1;2;
799000;2 Bedroom Apartment;Vorna Valley;2;1;;74 m²
549000;2 Bedroom Apartment;Brakpan North;2;1;1;63 m²
845000;2 Bedroom Apartment;Glenvista;2;1;;
650000;2 Bedroom Apartment;Vorna Valley;2;1;1;70 m²
900000;2 Bedroom Apartment;Greenstone Hill;2;2;2;76 m²
499000;2 Bedroom Apartment;Vanderbijlpark CW 5;2;1;;
780000;1 Bedroom Apartment;Willow Park Manor;1;1;1;
7490000;2 Bedroom Apartment;Sandown;2;2.5;2;160 m²
790000;2 Bedroom Apartment;Terenure;2;1;;70 m²
1352000;2 Bedroom Apartment;Amberfield;2;2;2;86 m²
3100000;2 Bedroom Apartment;Midfield Estate;2;2;2;152 m²
699000;1 Bedroom Apartment;Sunninghill;1;1;1;42 m²
1150000;2 Bedroom Apartment;Houghton Estate;2;1;1;105 m²
975000;2 Bedroom Apartment;Paulshof;2;1;1;
1500000;2 Bedroom Apartment;Sunninghill;2;2;2;105 m²
499000;2 Bedroom Apartment;Randpoort;2;1;2;85 m²
819500;2 Bedroom Apartment;Sagewood;2;2;2;115 m²
7490000;2 Bedroom Apartment;Sandown;2;2.5;2;160 m²
;;;;;;
1295000;2 Bedroom Apartment;Eden Glen;2;2;3;95 m²
870000;2 Bedroom Apartment;Bronberg;2;2;4;83 m²
360000;1 Bedroom Apartment;Brakpan North;1;1;1;50 m²
894990;2 Bedroom Apartment;Kosmosdal;2;2;2;60 m²
894990;2 Bedroom Apartment;Kosmosdal;2;2;2;60 m²
645000;2 Bedroom Apartment;Pretoria North;2;1;2;69 m²
769000;2 Bedroom Apartment;Pretoria North;2;1;1;64 m²
825000;2 Bedroom Apartment;Pretoria North;2;1;1;64 m²
630000;2 Bedroom Apartment;Montana Tuine;2;1;1;
940000;3 Bedroom Apartment;Vanderbijlpark SW 5;3;2;1;
320000;2 Bedroom Apartment;Rensburg;2;1;1;65 m²
650000;2 Bedroom Apartment;Rembrandt Park;2;2;1;
1649000;3 Bedroom Apartment;Illovo;3;2;2;116 m²
1250000;3 Bedroom Apartment;Eldo Lakes Estate;3;2;2;115 m²
560000;1 Bedroom Apartment;Nimrod Park;1;1;1;81 m²
650000;2 Bedroom Apartment;Danville;2;1;2;57 m²
789000;2 Bedroom Apartment;Rooihuiskraal North;2;2;1;82 m²
560000;2 Bedroom Apartment;Wilgeheuwel;2;1;2;
1750000;2 Bedroom Apartment;Illovo;2;2;2;97 m²
560000;2 Bedroom Apartment;Casseldale;2;1;1;85 m²
1390000;2 Bedroom Apartment;Louwlardia;2;2;2;80 m²
;;;;;;
775000;1 Bedroom Apartment;Bryanston;1;1;1;46 m²
750000;2 Bedroom Apartment;Bedfordview;2;1;2;78 m²
1100000;3 Bedroom Apartment;Parktown;3;2;1;146 m²
950000;2 Bedroom Apartment;Summerset;2;1;1;80 m²
1650000;2 Bedroom Apartment;Bryanston;2;2;2;
2200000;2 Bedroom Apartment;Killarney;2;1;1;88 m²
4990000;3 Bedroom Apartment;Houghton Estate;3;2;3;343 m²
799000;3 Bedroom Apartment;Benoni North;3;2;2;103 m²
740000;2 Bedroom Apartment;Brentwood Park;2;1;2;
485000;2 Bedroom Apartment;Wonderboom South;2;1;1;68 m²
689000;1 Bedroom Apartment;Glen Austin AH;1;1;1;42 m²
780000;3 Bedroom Apartment;Ruimsig;3;2;2;62 m²
1420000;3 Bedroom Apartment;Bedfordview;3;2;2;100 m²
775000;1 Bedroom Apartment;Bryanston;1;1;1;46 m²
714900;3 Bedroom Apartment;Kenleaf;3;2;1;65 m²
330000;2 Bedroom Apartment;Rensburg;2;1;;66 m²
3298900;2 Bedroom Apartment;Rosebank;2;2;;83 m²
495000;2 Bedroom Apartment;Groblerpark;2;1;1;
600000;2 Bedroom Apartment;Montana Tuine;2;1;2;59 m²
699000;2 Bedroom Apartment;Hesteapark;2;2;1;
410000;3 Bedroom Apartment;Sunnyside;3;1;;123 m²
;;;;;;
1527000;2 Bedroom Apartment;Equestria;2;2;2;101 m²
3150000;2 Bedroom Apartment;Ascend to Midstream;2;2;2;167 m²
739000;2 Bedroom Apartment;Buccleuch;2;1;1;
2150000;3 Bedroom Apartment;Killarney;3;2;1;159 m²
1645000;3 Bedroom Apartment;Amberfield;3;2;2;134 m²
780000;2 Bedroom Apartment;Heatherview;2;1;2;
650000;2 Bedroom Apartment;Denlee;2;2;2;90 m²
1350000;8 Bedroom Apartment;Rosettenville;8;4;6;
730000;2 Bedroom Apartment;Centurion Central;2;1;1;60 m²
730000;1 Bedroom Apartment;Modderfontein;1;1;1;41 m²
999996;2 Bedroom Apartment;Northern Acres;2;2;2;68 m²
2050000;2 Bedroom Apartment;Morningside;2;2;1;112 m²
1100000;1 Bedroom Apartment;Rosebank;1;1;1;29 m²
650000;2 Bedroom Apartment;Albemarle;2;1;1;
1200000;2 Bedroom Apartment;Ferndale;2;2;2;72 m²
1200000;2 Bedroom Apartment;Ferndale;2;2;2;72 m²
489000;2 Bedroom Apartment;Wonderboom South;2;1;2;69 m²
750000;2 Bedroom Apartment;Monavoni;2;1;1;75 m²
2479000;3 Bedroom Apartment;Carlswald;3;2;1;
1250000;3 Bedroom Apartment;Sunnyrock;3;2;4;120 m²
420000;2 Bedroom Apartment;Anzac;2;1;1;50 m²
;;;;;;
3200000;2 Bedroom Apartment;Waterfall;2;2;2;107 m²
390000;2 Bedroom Apartment;Vereeniging Central;2;1;;
1918000;3 Bedroom Apartment;Morningside;3;3;2;137 m²
1699999;3 Bedroom Apartment;Rivonia;3;2;2;116 m²
749000;1 Bedroom Apartment;Morningside;1;1;1;55 m²
638000;1 Bedroom Apartment;Clubview;1;1;1;53 m²
1299000;2 Bedroom Apartment;Raslouw;2;2;1;72 m²
865000;2 Bedroom Apartment;Solheim;2;1;1;86 m²
900000;2 Bedroom Apartment;Ferndale;2;2;1;60 m²
980000;2 Bedroom Apartment;Meyersdal;2;2;1;
1750000;3 Bedroom Apartment;Willow Park Manor;3;2;2;114 m²
1270000;2 Bedroom Apartment;Hillcrest;2;1;2;59 m²
1200000;2 Bedroom Apartment;Monavoni;2;2;2;113 m²
1675000;1 Bedroom Apartment;Menlo Park;1;1;1;90 m²
10000000;3 Bedroom Apartment;Morningside;3;3;4;249 m²
2399000;3 Bedroom Apartment;Illovo;3;2;3;179 m²
440000;0.5 Bedroom Apartment;Oukraal Estate;0.5;1;1;37 m²
510000;2 Bedroom Apartment;Winternest;2;1;1;63 m²
1399000;3 Bedroom Apartment;Bartlett;3;2;2;110 m²
2895000;3 Bedroom Apartment;Morningside;3;3;;176 m²
749000;1 Bedroom Apartment;Morningside;1;1;1;55 m²
;;;;;;
2895000;3 Bedroom Apartment;Morningside;3;3;;176 m²
749000;1 Bedroom Apartment;Morningside;1;1;1;55 m²
480000;2 Bedroom Apartment;Toekomsrus;2;2;2;64 m²
495000;3 Bedroom Apartment;Kempton Park Ext 5;3;1;1;
2450000;3 Bedroom Apartment;Morningside Manor;3;2;2;170 m²
1160000;2 Bedroom Apartment;Silverton;2;1;2;137 m²
1450000;2 Bedroom Apartment;Sunninghill;2;2;;107 m²
495000;3 Bedroom Apartment;Kempton Park Ext 5;3;1;1;
400000;2 Bedroom Apartment;Greenhills Ext 3;2;1;1;
5500000;2 Bedroom Apartment;Brooklyn;2;2;3;304 m²
260000;0.5 Bedroom Apartment;Sunnyside;0.5;1;;36 m²
510000;1 Bedroom Apartment;Hazeldean;1;1;1;
340000;0.5 Bedroom Apartment;Marshalltown;0.5;1;;27 m²
550000;Apartment;Fourways;1;1;;46 m²
1299000;2 Bedroom Apartment;Greenstone Hill;2;2;2;89 m²
499999;2 Bedroom Apartment;Pretoria North;2;1;1;63 m²
1300000;2 Bedroom Apartment;Craigavon;2;2;1;
;2 Bedroom Apartment;Barbeque Downs;2;1;1;70 m²
1429000;1.5 Bedroom Apartment;Hatfield;1.5;1;;43 m²
3599000;1 Bedroom Apartment;Sandton Central;1;1.5;2;81 m²
605000;3 Bedroom Apartment;The Orchards;3;2;2;100 m²
;;;;;;
780000;3 Bedroom Apartment;Wonderpark Estate;3;2;2;109 m²
550000;2 Bedroom Apartment;Weavind Park;2;1;1;
2750000;3 Bedroom Apartment;Killarney;3;2;2;234 m²
450000;2 Bedroom Apartment;Clarina;2;1;1;78 m²
595000;2 Bedroom Apartment;Pretoria North;2;1;1;62 m²
425000;1 Bedroom Apartment;Montana;1;1;1;30 m²
